"name";"lat";"lon"
"uiduk univ";36,01277778;129,2830556
"univ seoul";37,58333333;127,0583333
"univ ulsan";35,54277222;129,256725
"univ utah";40,765;-111,85
"wonkwang univ";35,96944444;126,9572222
"woosong univ";36,33805556;127,4461111
"woosuk univ";35,91263889;127,0666944
"yeungnam univ";35,83416667;128,7580556
"yong in univ";37,22694444;127,1680556
"u1 univ";36,19583333;127,7994444
"youngsan univ";35,42888889;129,1458333
"agricultural cooperative college";37,65888889;126,8730556
"ajou motor college";36,40361111;126,5791667
"andong science college";36,59;128,6547222
"busan arts college";35,14194444;129,085
"busan kyungsang college";35,18444444;129,0991667
"byuksung college";35,87305556;126,9130556
"catholic sangji college";36,56944444;128,7361111
"cheju tourism college";33,44833333;126,4347222
"cheonan national technical college";36,85027778;127,15
"cheonan yonam college";36,94694444;127,1555556
"chongju national college science and tech";36,6525;127,4955556
"choonhae college health sciences";35,45805556;129,1961111
"christian college nursing";35,13861111;126,9161111
"chungbuk provincial college";36,30055556;127,5736111
"chungkang college cultural industries";37,20416667;127,3547222
"chungnam provincial college";36,43694444;126,8005556
"daegu health college";35,9275;128,5436111
"daejeon health sciences college";36,35;127,455
"daelim univ college";37,40416667;126,9305556
"daewon univ college";37,17527778;128,1922222
"dong ah institute media and arts";37,05861111;127,3583333
"dongnam health college";37,29861111;126,9869444
"dong seoul univ";37,45966111;127,1295417
"hanyang women's univ";37,55888889;127,0497222
"hanyeong college";34,75388889;127,715
"korea national univ welfare";37,05166667;127,095
"ulsan college";35,49583333;129,4155556
"dongwon institute science and tech";35,34416667;129,0680556
"yeungnam univ college";35,84694444;128,5861111
"yong in songdam college";37,22861111;127,2183333
"youngnam theological univ and seminary";35,88083333;128,8180556
"korea polytechnics";37,54722222;126,95
"daegu gyeongbuk institute science and tech";35,70527778;128,4572222
"gwangju institute science and tech";35,22638889;126,84
"seoul institute the arts";37,33416667;126,8361111
"ulsan national institute science and tech";35,57305556;129,19
"yonam institute digital tech";35,16388889;128,1019444
"universiti brunei darussalam";4,976388889;114,895
"univ tech brunei";4,978055556;114,9011111
"sultan sharif ali islamic univ";4,905694444;114,9132778
"kensington college business";51,51555556;-0,119805556
"royal univ phnom penh";11,56888889;104,8913889
"national univ management";11,57472222;104,9186111
"royal univ agriculture, cambodia";50,64083333;5,574722222
"royal univ fine arts";11,565;104,9280556
"univ health sciences cambodia";11,57416667;104,9175
"american univ phnom penh";11,57713889;104,8931917
"norton univ";11,58805556;104,93
"international univ, cambodia";11,57610556;104,8969861
"cambodia univ specialties";11,59138889;104,8997222
"life univ";33,9325;-84,51444444
"institute tech cambodia";11,57055556;104,8980556
"syiah kuala univ";5,571;95,36983333
"malikussaleh univ";5,234044444;96,98728333
"samudra univ";4,457611111;97,97147222
"teuku umar univ";4,145611111;96,19733333
"ar raniry state islamic univ";5,578888889;95,3675
"univ bangka belitung";-2,069944444;106,0774167
"raden fatah state islamic univ";-2,963611111;104,7489444
"univ indonesia";-6,365277778;106,8269444
"syarif hidayatullah state islamic univ jakarta";-6,306666667;106,7561111
"state univ jakarta";-6,1945;106,8788056
"padjadjaran univ";-6,893333333;107,6169444
"indonesia univ education";-6,863333333;107,5941667
"gadjah mada univ";-7,769444444;110,3788889
"diponegoro univ";-7,048888889;110,4380556
"jenderal soedirman univ";-6,889722222;107,61
"univ brawijaya";-7,955833333;112,6158333
"airlangga univ";-7,271666667;112,7580556
"state univ malang";-7,963055556;112,6183333
"maulana malik ibrahim state islamic univ malang";-7,951777778;112,6074444
"sunan ampel state islamic univ surabaya";-7,322222222;112,7341667
"udayana univ";-8,798888889;115,1719444
"univ timor";-9,512694444;124,5116111
"tadulako univ";-0,838;119,89625
"state univ gorontalo";0,556388889;123,0636111
"sam ratulangi univ";1,458333333;129,8255556
"hasanuddin univ";-5,132777778;119,4869444
"alauddin islamic state univ";-5,176666667;119,4341667
"mulawarman univ";-0,468437;117,154105
"lambung mangkurat univ";-3,2975;114,5861111
"tanjungpura univ";-0,058055556;109,3469444
"khairun univ";0,762555556;127,3362778
"cenderawasih univ";-2,608611111;140,6761111
"musamus merauke univ";-8,531861111;140,4170833
"bakrie univ";-6,2215;106,8334722
"indraprasta pgri univ";-6,302441667;106,849725
"multimedia nusantara univ";-6,256666667;106,6183333
"pelita harapan univ";-6,229166667;106,6108333
"surya univ";-6,260477778;106,6184639
"swiss german univ";-6,225522222;106,6549694
"bandung islamic univ";-6,903611111;107,6088889
"parahyangan catholic univ";-6,875;107,6055556
"telkom univ";-6,975;107,6302778
"duta wacana christian univ";-7,785833333;110,3780556
"sanata dharma univ";-7,775602778;110,3894194
"soegijapranata catholic univ";-7,024444444;110,4036111
"muhammadiyah univ magelang";-7,487980556;110,2187361
"petra christian univ";-7,339472222;112,7375278
"univ national education";-8,677222222;115,2269444
"electronic engineering polytechnic institute surabaya";-7,276611111;112,7938611
"bandung institute tech";-6,890833333;107,6102778
"indonesian institute the arts, yogyakarta";-7,852388889;110,3558917
"sepuluh nopember institute tech";-7,281666667;112,7947222
"indonesian institute the arts, denpasar";-8,653611111;115,2327778
"national institute tech indonesia";-6,879722222;107,6258333
"national univ laos";18,03638889;102,6366667
"souphanouvong univ";19,92333333;102,1863889
"lao korean college";17,99305556;102,5277778
"international islamic univ malaysia";3,252777778;101,7375
"national univ malaysia";2,919722222;101,7813889
"universiti malaysia kelantan";6,164444444;102,2825
"universiti malaysia pahang";3,543055556;103,4361111
"universiti malaysia perlis";6,447222222;100,2441667
"universiti malaysia sabah";6,036666667;116,1186111
"universiti malaysia sarawak";1,464722222;110,4258333
"universiti malaysia terengganu";5,405277778;103,0877778
"sultan idris education univ";3,685;101,525
"national defence univ malaysia";3,135555556;101,6877778
"universiti putra malaysia";2,999166667;101,7077778
"universiti sains islam malaysia";2,843611111;101,7769444
"univ science, malaysia";5,356944444;100,3013889
"universiti sultan zainal abidin";5,395555556;103,0827778
"universiti teknikal malaysia melaka";2,313888889;102,3183333
"univ tech, malaysia";1,559166667;103,6413889
"universiti teknologi mara";3,069694444;101,5036667
"tun hussein onn univ malaysia";1,853055556;103,0863889
"universiti utara malaysia";6,457777778;100,5055556
"asia pacific univ tech & innovation";3,048055556;101,6925
"curtin univ, malaysia";4,511666667;114,0166667
"inti international univ";2,813611111;101,7583333
"management & science univ";3,0775;101,5527778
"manipal international univ";2,820833333;101,7780556
"monash univ malaysia campus";3,064444444;101,6005556
"multimedia univ";2,248888889;102,2769444
"open univ malaysia";3,159722222;101,6913889
"perdana univ royal college surgeons in ireland school medicine";2,980277778;101,7
"royal college surgeons in ireland and univ college dublin malaysia campus";5,419832833;100,3068898
"sunway univ";3,068055556;101,6041667
"swinburne univ tech sarawak campus";1,531944444;110,3569444
"taylor's univ";3,064722222;101,6161111
"univ kuala lumpur";3,159444444;101,7016667
"universiti teknologi petronas";4,386388889;100,9797222
"universiti tunku abdul rahman";4,3375;101,1452778
"univ nottingham malaysia campus";2,945;101,8738889
"univ reading";51,44194444;-0,945555556
"univ southampton";50,93472222;-1,395833333
"cyberjaya univ college medical sciences";2,929833333;101,6553056
"han chiang univ college communication";5,406111111;100,3055556
"new era univ college";2,987777778;101,7916667
"southern univ college";1,533055556;103,6797222
"tunku abdul rahman univ college";3,215;101,7283333
"twintech international univ college tech";3,201111111;101,6130556
"international univ malaya wales";3,160216111;101,6916728
"malaysia univ science & tech";3,105277778;101,5919444
"adventist college nursing and health sciences";5,433333333;100,3061111
"crescendo international college";1,557361111;103,8119167
"disted college";5,423525833;100,3076998
"intec education college";3,045833333;101,5011111
"kirkby international college";2,910555556;101,6530556
"lam wah ee nursing college";5,391111111;100,3047222
"sunway college";3,068055556;101,6041667
"taylor's college";3,063611111;101,6175
"victoria international college, kuala lumpur";3,203916667;101,6748889
"asia pacific institute information tech";3,048333333;101,6925
"malaysian institute art";3,210555556;101,7461111
"univ yangon";16,82998611;96,13544722
"mandalay univ";21,95833333;96,09166667
"techogical univ, maubin";16,73277778;95,6075
"pyay techogical univ";18,83833333;95,33277778
"myitkyina univ";25,41722222;97,41111111
"techogical univ, myitkyina";25,38888889;97,30777778
"loikaw univ";19,69388889;97,19805556
"techogical univ, loikaw";19,65444444;97,2075
"techogical univ, hpa an";16,8515;97,64419444
"univ computer studies pakokku";21,33277778;94,98583333
"magway univ";20,13611111;94,935
"pakokku univ";21,35027778;95,07111111
"univ community health, magway";20,1925;94,94166667
"univ medicine, magway";20,16611111;94,99611111
"mandalay techogical univ";21,9725;96,18611111
"state pariyatti sasana univ, mandalay";22,00111111;96,11527778
"techogical univ, kyaukse";21,60416667;96,12555556
"techogical univ, mandalay";21,97222222;96,19111111
"univ computer studies, mandalay";21,96666667;96,18333333
"national univ arts and culture, mandalay";21,96666667;96,18333333
"univ dental medicine, mandalay";21,94472222;96,11277778
"mandalay univ foreign languages";21,98611111;96,11305556
"univ medical tech, mandalay";21,99083333;96,14833333
"univ medicine, mandalay";21,97541389;96,09416667
"univ traditional medicine, mandalay";22,02083333;96,10111111
"univ veterinary science, yezin";19,84083333;96,27416667
"yadanabon univ";21,89136111;96,07189444
"yezin agricultural univ";19,83333333;96,275
"mawlamyine univ";16,43944444;97,65055556
"techogical univ, mawlamyaing";16,36477778;97,66861111
"techogical univ, sittwe";20,14444444;92,89694444
"shwebo univ";22,59166667;95,725
"lashio univ";22,95527778;97,73861111
"panglong univ";21,01694444;97,53305556
"taunggyi univ";20,75527778;97,05083333
"myeik univ";12,46694444;98,6125
"dagon univ";16,91305556;96,21222222
"international theravada buddhist missionary univ";16,87277778;96,14861111
"myanmar maritime univ";16,70305556;96,26416667
"state pariyatti sasana univ, yangon";16,85555556;96,15333333
"national univ arts and culture, yangon";16,85638889;96,21944444
"univ dental medicine, yangon";16,83422222;96,20897222
"east yangon univ";16,73555556;96,28638889
"yangon univ foreign languages";16,82444444;96,14111111
"univ medicine 1, yangon";16,81916667;96,13388889
"univ medicine 2, yangon";16,9026;96,15495
"techogical univ, hmawbi";17,12944444;96,00638889
"univ west yangon";16,94722222;96,015
"west yangon techogical univ";16,87638889;96,11722222
"yangon techogical univ";16,87581667;96,11717222
"victoria univ wellington";-41,28888889;174,7683333
"info myanmar univ";16,82363889;96,13030556
"meiktila univ economics";20,86666667;96,85
"yangon univ economics";16,83361111;96,13444444
"taungoo educational college";18,94666667;96,44111111
"union theological college";54,585;-5,931111111
"yenangyaung degree college";20,43083333;94,87916667
"univ nursing, mandalay";21,93333333;96,08333333
"government technical institute mawlamyine";16,48892222;97,67572778
"myanmar institute theology";16,88266667;96,11166667
"yangon institute marine tech";16,83027778;96,11952778
"univ nursing, yangon";16,7795;96,14413333
"adamson univ";14,58611111;120,9861111
"adventist univ the philippines";14,2172;121,0413
"aklan state univ";11,63833333;122,3338889
"ama computer univ";14,66485;121,0132306
"arellano univ";14,60017222;120,9962889
"xavier univ – ateneo de cagayan";8,476655556;124,6469028
"ateneo de davao univ";7,072222222;125,6130556
"ateneo de manila univ";14,63888889;121,0777778
"ateneo de zamboanga univ";6,910388889;122,0754611
"baguio central univ";16,41722222;120,5966667
"bohol island state univ";9,647042;123,8556058
"bukidnon state univ";8,156666667;125,1236111
"bulacan state univ";14,81555556;121,0588889
"cagayan state univ";18,44305556;121,8108333
"cavite state univ";14,19888889;120,8813889
"central luzon state univ";15,73277778;120,9311111
"central mindanao univ";7,864722222;125,0508333
"central philippine univ";10,73027778;122,5488889
"centro escolar univ";14,59916667;120,9919444
"de la salle univ – dasmariñas";14,32361111;120,9597222
"de la salle univ";14,56426389;120,9937361
"far eastern univ";14,60388889;120,9855556
"feati univ";14,5975;120,9822222
"filamer christian univ";11,59681667;122,7551528
"father saturnino urios univ";8,947972222;125,5417778
"holy name univ";9,642357;123,858472
"holy trinity univ";9,741666667;118,7327778
"jose rizal memorial state univ";8,655;123,4247222
"josé rizal univ";14,5925;121,0286111
"leyte normal univ";11,23777778;125,0013889
"lyceum the philippines univ–cavite";14,29083333;120,9155556
"manila central univ";14,65728889;120,9865
"enverga univ";13,94944444;121,6219444
"mindanao state univ";7,998888889;124,2586111
"univ science and tech southern philippines";8,485833333;124,6563889
"national univ philippines";14,60416667;120,9941667
"new era univ";14,66383889;121,0581222
"nueva ecija univ science and tech";15,44694444;120,9394444
"nueva vizcaya state univ";16,48;121,1452778
"palawan state univ";9,777777778;118,7333333
"pangasinan state univ";16,03194444;120,23
"partido state univ";13,7;123,5
"philippine christian univ";14,57611111;120,9888889
"philippine normal univ";14,58666667;120,9827778
"philippine women's univ";14,57416667;120,9897222
"polytechnic univ the philippines";14,59722222;121,0108333
"quezon city univ";14,70009167;121,034325
"president ramon magsaysay state univ";15,31833333;119,9836111
"rizal techogical univ";14,57439167;121,0420306
"romblon state univ";12,39638889;121,9880556
"saint louis univ philippines";16,41810278;120,5978611
"saint mary's univ philippines";16,48416667;121,1563889
"san beda univ";14,59944444;120,9922222
"silliman univ";9,312777778;123,3066667
"southern leyte state univ";10,39166667;124,9797222
"tarlac agricultural univ";15,63444444;120,4147222
"tarlac state univ";15,485;120,5875
"trinity univ asia";14,62146389;121,021875
"univ antique";10,79138889;122,0097222
"univ asia and the pacific";14,58027778;121,0605556
"univ batangas";13,76393889;121,0597917
"univ bohol";9,648091667;123,8542111
"univ caloocan city";14,65763889;120,9731806
"univ the east";14,60194444;120,9894444
"univ the east caloocan";14,65888889;120,9763889
"univ the east ramon magsaysay memorial medical center";14,60792778;121,0202528
"univ the immaculate conception";7,069833333;125,6001111
"univ luzon";16,03972222;120,3358333
"univ makati";14,56277778;121,0561111
"univ manila";14,60305556;120,9905556
"univ mindanao";7,067222222;125,595
"univ northern philippines";17,56666667;120,3833333
"univ nueva caceres";13,62444444;123,1825
"univ perpetual help system dalta";14,45055556;120,985
"univ the philippines";14,66666667;121,0666667
"univ st. la salle";10,67888889;122,9625
"univ saint louis tuguegarao";6,866666667;122,0666667
"samar state univ";11,78805556;124,8863889
"univ san agustin";10,91972222;122,6075
"univ san carlos";10,29944444;123,8988889
"univ santo tomas";14,60996111;120,9895028
"univ southeastern philippines";7,086111111;125,6169444
"univ southern mindanao";7,115238889;124,8366944
"univ southern philippines foundation";10,32916667;123,9011111
"univ the visayas";10,29805556;123,9016667
"urdaneta city univ";15,980597;120,560692
"visayas state univ";10,74388889;124,7919444
"west visayas state univ";10,71611111;122,5613889
"western mindanao state univ";6,913055556;-122,0619444
"abra valley colleges";17,60555556;120,6122222
"aklan catholic college";11,71055556;122,3630556
"aklan polytechnic college";11,59681667;122,7551528
"ust angelicum college";14,62765;121,0096639
"central colleges the philippines";14,60583333;121,02
"chiang kai shek college";14,60760833;120,9766694
"chinese general hospital colleges";14,62525278;120,9879361
"city college calamba";14,21222222;121,1675
"college the holy spirit manila";14,59805556;120,9944444
"columban college";14,85805556;120,2691667
"columbus state univ";32,50138889;-84,94222222
"cor jesu college";6,752222222;125,3536111
"core gateway college";15,79083333;120,9888889
"cotabato foundation college science and tech";7,210575;124,244
"davao del norte state college";7,313527778;125,6703333
"de la salle–college saint benilde";14,56375;120,9951778
"divine word college bangued";17,59960278;120,6130139
"divine word college san jose";12,35291667;121,07025
"emilio aguinaldo college";14,58250278;120,9865694
"eveland christian college";16,88520833;121,5833722
"garcia college tech";11,59681667;122,7551528
"guzman college science and tech";14,6;120,9844444
"hua siong college iloilo";10,69694444;122,5686111
"holy cross college calinan";7,187472222;125,4571667
"kalayaan college";14,61800278;121,042475
"laguna northwestern college";14,36777778;121,0544444
"loyola college culion";11,83527778;119,9933333
"mandaue city college";10,32333333;123,9411111
"adventist medical center college iligan";8,289444444;124,3980556
"miriam college";14,64277778;121,0777778
"mountain view college philippines";7,981666667;125,0066667
"national college business and arts";14,62836944;121,0678139
"northwestern visayan colleges";11,59681667;122,7551528
"univ the city manila, district colleges";14,58666667;120,9763889
"patts college aeronautics";14,47472778;121,0062417
"philippine college tech";7,085833333;125,6086111
"st. bridget college";13,75292222;121,0584611
"saint gabriel college";11,59681667;122,7551528
"st joseph college cavite";14,47901944;120,9011056
"saint joseph's college quezon city";14,62237778;121,0251611
"saint mary's college quezon city";14,63422778;121,02485
"saint pedro poveda college";14,59049722;121,0582583
"st. peter's college iligan";8,233055556;124,2369444
"santa teresa college";13,75292222;121,0584611
"saint theresa's college quezon city";14,62776944;121,0008917
"st vincent college";50,8;-1,136111111
"san beda college alabang";14,43305556;121,0255556
"san pedro college";7,078055556;125,6158333
"siena college taytay";14,56916667;121,1325
"siena college quezon city";14,63816389;121,0045111
"southland college";9,98385;122,8204861
"surigao del sur state univ";9,039444444;126,2161111
"zamboanga state college marine sciences and tech";6,900277778;122,0833333
"adventist international institute advanced studies";14,20433889;120,9679278
"bit international college";9,646466833;123,852643
"feu institute tech";14,60416667;120,9886111
"manila christian computer institute for the deaf";14,66472222;121,1352778
"techogical institute the philippines";14,59527778;120,9880556
"national univ singapore";1,295555556;103,7766667
"nanyang techogical univ";1,344722222;103,6813889
"singapore management univ";1,296666667;103,8497222
"singapore univ tech and design";1,341313;103,963757
"singapore univ social sciences";1,329166667;103,7763889
"sim univ";1,329166667;103,7763889
"nanyang univ";1,342764611;103,6825023
"technical univ munich";48,14888889;11,56694444
"univ paris ii panthéon assas";48,84694444;2,344722222
"james cook univ singapore";1,315555556;103,8761111
"de montfort univ";52,62972222;-1,138888889
"univ the west england, bristol";51,50027778;-2,5475
"univ hertfordshire";51,75333333;-0,243888889
"cardiff metropolitan univ";51,48416667;-3,165
"queen margaret univ";55,93138889;-3,073055556
"sheffield hallam univ";53,37916667;-1,464722222
"aston univ";52,48611111;-1,889444444
"univ wolverhampton";52,58722222;-2,127222222
"univ greenwich";51,48333333;-0,006111111
"embry–riddle aeronautical univ";29,18861111;-81,04861111
"oxford brookes univ";51,75426667;-1,2227
"univ central lancashire";53,76305556;-2,7075
"univ london worldwide";51,52111111;-0,1275
"murdoch univ";-32,06611111;115,835
"swinburne univ tech";-37,82111111;145,0383333
"northumbria univ";54,97638889;-1,608055556
"royal holloway, univ london";51,42472222;-0,566944444
"univ college dublin";53,30833333;-6,222222222
"univ portsmouth";50,79527778;-1,093611111
"univ essex";51,87638889;0,945
"rmit univ";-37,80833333;144,9641667
"birmingham city univ";52,48222222;-1,888611111
"oklahoma city univ";35,49472222;-97,54138889
"univ sunderland";54,905;-1,391388889
"bangor univ";53,22888889;-4,13
"southern cross univ";-28,81722222;153,2988889
"leeds beckett univ";53,80416667;-1,549444444
"teesside univ";54,57222222;-1,235
"univ the west scotland";55,84361111;-4,430277778
"york st john univ";53,96527778;-1,080555556
"coventry univ";52,40666667;-1,501666667
"glasgow caledonian univ";55,86722222;-4,250277778
"la trobe univ";-37,72166667;145,0477778
"univ newcastle australia";-32,89277778;151,7044444
"univ nottingham";52,93888889;-1,196944444
"univ hull";53,77027778;-0,367222222
"univ wollongong";-34,40666667;150,8794444
"univ chester";53,20027778;-2,898055556
"univ at buffalo";43;-78,78916667
"univ manchester";53,46555556;-2,233611111
"univ birmingham";52,45055556;-1,930555556
"univ stirling";56,14583333;-3,919444444
"univ warwick";52,38008056;-1,561930556
"univ west london";51,50638889;-0,304166667
"western sydney univ";-33,60916667;150,7538889
"univ missouri–kansas city";39,03361111;-94,57555556
"yale nus college";1,295555556;103,7766667
"king's college london";51,51194444;-0,116111111
"national institute education";1,349166667;103,6780556
"singapore institute tech";1,290277778;103,8494444
"digipen institute tech";47,68888889;-122,1505556
"singapore institute management";1,325833333;103,7997222
"mahasarakham univ";16,19936111;103,2839722
"nakhon phanom univ";17,28861111;104,7819444
"naresuan univ";16,74527778;100,1911111
"princess naradhiwas univ";6,416666667;101,8241667
"ramkhamhaeng univ";13,75527778;100,6202778
"sukhothai thammathirat open univ";13,91027778;100,5366667
"ubon ratchathani univ";15,11804167;104,901375
"burapha univ";13,28583333;100,9247222
"chiang mai univ";18,8025;98,95166667
"kasetsart univ";13,84859722;100,56805
"khon kaen univ";16,47027778;102,8158333
"king mongkut's univ tech north bangkok";13,81888889;100,5141667
"king mongkut's univ tech thonburi";13,65166667;100,4955556
"mae fah luang univ";20,045;99,89472222
"maejo univ";18,89527778;99,01361111
"mahachulalongkornrajavidyalaya univ";13,755;100,49
"mahamakut buddhist univ";13,75916667;100,5013889
"mahidol univ";13,79333333;100,3225
"navamindradhiraj univ";13,78055556;100,5091667
"prince songkla univ";7,010833333;100,4969444
"silpakorn univ";13,75303611;100,4911056
"suranaree univ tech";14,87305556;102,0236111
"thaksin univ";7,1625;100,6097222
"thammasat univ";13,75585278;100,4908778
"walailak univ";8,641666667;99,89722222
"chandrakasem rajabhat univ";13,82027778;100,5752778
"chiang mai rajabhat univ";18,80722222;98,98666667
"kanchanaburi rajabhat univ";14,06222222;99,42472222
"pibulsongkram rajabhat univ";16,82805556;100,2102778
"songkhla rajabhat univ";7,172222222;100,6138889
"udon thani rajabhat univ";17,3975;102,7941667
"uttaradit rajabhat univ";17,63277778;100,0930556
"asia pacific international univ";14,67444444;101,1769444
"asian univ";12,845;101,0080556
"bangkok univ";13,71141667;100,5819083
"bangkokthonburi univ";13,76944444;100,3455556
"chaopraya univ";15,72160556;100,0527694
"dhurakij pundit univ";13,87111111;100,55
"huachiew chalermprakiet univ";13,61277778;100,7580556
"kasem bundit univ";13,73805556;100,6269444
"krirk univ";13,87333333;100,6
"mahanakorn univ tech";13,84416667;100,8563889
"shinawatra univ";14,10166667;100,4325
"siam univ";13,72166667;100,4531944
"sripatum univ";13,85527778;100,5852778
"stamford international univ";13,73472222;100,6622222
"rangsit univ";13,964875;100,5864611
"univ the thai chamber commerce";13,77861111;100,56
"nation univ thailand";18,25836667;99,53193889
"national defence college thailand";13,77972222;100,5572222
"dusit thani college";13,69888889;100,6488889
"lumnamping college";16,8525;99,11805556
"thongsuk college";13,78446389;100,3987111
"tapee college";9,126388889;99,31805556
"national institute development administration";13,76972222;100,6525
"pathumwan institute tech";13,74722222;100,5252778
"king mongkut's institute tech ladkrabang";13,72666667;100,78
"thai nichi institute tech";13,73805556;100,6283333
"asian institute tech";14,07911667;100,6113556
"sirindhorn international institute tech";14,0738;100,61435
"vietnam national univ, ho chi minh city";10,78277778;106,6952778
"ho chi minh city univ tech";10,77277778;106,6597222
"ho chi minh city international univ";10,87777778;106,8019444
"ho chi minh city univ information tech";10,87083333;106,8036111
"an giang univ";10,37166667;105,4311111
"hanoi univ science and tech";21,00638889;105,8430556
"ho chi minh city univ tech and education";10,85;106,7716667
"can tho univ";10,03222222;105,7683333
"hanoi medical univ";21,00277778;105,8316667
"hanoi univ";20,98972222;105,7952778
"vietnam national univ agriculture";21,00472222;105,9386111
"hanoi univ industry";21,05416667;105,735
"hanoi univ mining and geology";21,07333333;105,7738889
"ho chi minh city medicine and pharmacy univ";10,75555556;106,6627778
"ho chi minh city open univ";10,77638889;106,6902778
"huế univ";16,45833333;107,5797222
"national economics univ";20,99972222;105,8447222
"univ da nang";16,07083333;108,2194444
"da nang univ economics";16,04777778;108,2391667
"univ economics ho chi minh city";10,78388889;106,6941667
"dalat univ";11,95563889;108,4428583
"dong nai univ";10,95944444;106,8613889
"hai phong medical univ";20,84277778;106,6980556
"hai phong univ";20,83972222;106,6877778
"ho chi minh city univ architecture";10,78208333;106,6941611
"ho chi minh univ industry";10,93833333;106,8241667
"nha trang univ";12,27027778;109,1997222
"pham ngoc thach univ medicine";10,77361111;106,6652778
"tôn đức thắng univ";10,7925;106,7113889
"tra vinh univ";9,921944444;106,3469444
"vietnam maritime univ";20,83722222;106,6955556
"vietnamese german univ";10,8775;106,805
"ho chi minh city univ transport";10,80472222;106,7163889
"le quy don technical univ";21,04833333;105,7858333
"đông á univ";16,03194444;108,2213889
"duy tan univ";16,06;108,2097222
"fpt univ";21,02861111;105,78
"hoa sen univ";10,7725;106,6791667
"saigon tech univ";10,73888889;106,6775
"tân tạo univ";10,80027778;106,455
"văn hiến univ";10,80361111;106,685
"văn lang univ";10,76333333;106,6933333
"van xuan univ tech";18,78944444;105,7169444
"lạc hồng univ";10,95444444;106,8022222
"huế college foreign languages";16,46694444;107,5855556
"univ grants commission bangladesh";23,78027778;90,37388889
"univ chittagong";22,47;91,79027778
"chittagong univ engineering & tech";22,46208333;91,97294444
"shahjalal univ science and tech";24,91194444;91,83222222
"univ barisal";22,65972222;90,3625
"begum rokeya univ";25,71777778;89,25916667
"bangladesh agricultural univ";24,72194444;90,42666667
"jagannath univ";23,71027778;90,41111111
"univ rajshahi";24,37;88,63694444
"bangladesh univ engineering and tech";23,72666667;90,3925
"jahangirnagar univ";23,8825;90,26722222
"islamic univ, bangladesh";23,72111111;89,15027778
"khulna univ";22,80194444;89,53305556
"bangabandhu sheikh mujib medical univ";23,73888889;90,39472222
"bangabandhu sheikh mujibur rahman agricultural univ";24,03611111;90,39583333
"hajee mohammad danesh science & tech univ";25,69694444;88,65166667
"mawlana bhashani science and tech univ";24,23527778;89,89166667
"patuakhali science and tech univ";22,46611111;90,3825
"sher e bangla agricultural univ";23,77138889;90,37527778
"noakhali science and tech univ";22,79194444;91,10194444
"rajshahi univ engineering & tech";24,36361111;88,62805556
"khulna univ engineering & tech";22,89972222;89,5025
"jatiya kabi kazi nazrul islam univ";24,58888889;90,37583333
"chittagong veterinary and animal sciences univ";22,36388889;91,80388889
"sylhet agricultural univ";24,90916667;91,90194444
"comilla univ";23,41805556;91,135
"jashore univ science and tech";23,23333333;89,12555556
"pabna univ science & tech";24,01388889;89,27972222
"bangladesh univ professionals";23,84111111;90,35777778
"bangladesh univ textiles";23,76027778;90,4
"bangabandhu sheikh mujibur rahman science and tech univ";22,96611111;89,81722222
"bangabandhu sheikh mujibur rahman maritime univ";23,82722222;90,36388889
"bangamata sheikh fojilatunnesa mujib science & tech univ";24,9575;89,85083333
"north south univ";23,79388889;90,40361111
"ahsanullah univ science and tech";23,76361111;90,40694444
"east west univ";23,76888889;90,42527778
"independent univ, bangladesh";23,81555556;90,42777778
"international univ business agriculture and tech";23,88833333;90,39083333
"univ science and tech chittagong";22,36138889;91,79722222
"central women's univ";23,72;90,42416667
"dhaka international univ";23,79055556;90,40777778
"asian univ bangladesh";23,86916667;90,39972222
"people's univ bangladesh";23,76027778;90,37027778
"queens univ bangladesh";23,77083333;90,35888889
"univ asia pacific";23,74083333;90,37555556
"bgmea univ fashion & tech";23,87388889;90,4
"chittagong independent univ";22,34611111;91,83388889
"bangladesh univ";23,76277778;90,3675
"bgc trust univ bangladesh";22,24777778;92,01777778
"brac univ";23,78027778;90,40722222
"manarat international univ";23,87777778;90,31222222
"premier univ, chittagong";22,36055556;91,82861111
"pundra univ science and tech";24,93305556;89,34722222
"sylhet international univ";24,901425;91,84311111
"city univ, bangladesh";23,75083333;90,38916667
"daffodil international univ";23,75305556;90,3775
"green univ bangladesh";23,78722222;90,3775
"ibais univ";23,75444444;90,3725
"leading univ";24,86972222;91,80472222
"northern univ, bangladesh";23,74111111;90,375
"prime univ";23,79111111;90,34805556
"southeast univ bangladesh";23,79472222;90,405
"stamford univ bangladesh";23,745;90,40833333
"state univ bangladesh";23,74888889;90,37972222
"univ development alternative";23,75222222;90,36944444
"bangladesh univ business and tech";23,80638889;90,35222222
"eastern univ bangladesh";23,74277778;90,38055556
"metropolitan univ, sylhet";24,89722222;91,86805556
"presidency univ, bangladesh";23,79388889;90,40361111
"primeasia univ";23,79333333;90,4025
"royal univ dhaka";23,79277778;90,40666667
"shanto mariam univ creative tech";23,87388889;90,39055556
"united international univ";23,79805556;90,44972222
"univ information tech and sciences";23,79444444;90,42416667
"univ south asia, bangladesh";23,795;90,40277778
"uttara univ";23,87;90,4025
"victoria univ bangladesh";23,75055556;90,38833333
"world univ bangladesh";23,74222222;90,3825
"atish dipankar univ science and tech";23,79777778;90,35305556
"univ liberal arts bangladesh";23,74111111;90,37444444
